,charter_id,name,city,state,url
2351,22322,FIRST CARE,Roanoke,VA,http://www.crchcreditunion.com
2352,22323,JOHN WESLEY AME ZION CHURCH,WASHINGTON,DC,
2353,22337,MARTINSBURG V.A. CENTER,KEARNEYSVILLE,WV,http://martinsburgfcu.com
2354,22340,SUNCOMP EMPLOYEES,BRISTOL,VA,http://suncompefcu.virtualcu.net
2355,22362,MERCY,Savannah,GA,https://www.mercyfcu.org
2356,22369,TOTAL CHOICE,Hahnville,LA,http://www.totalchoicefcu.com
2357,22400,BROSNAN YARD,MACON,GA,
2358,22417,ST. MARY PARISH SCHOOL EMP.,Franklin,LA,
2359,22426,SOUTHCOAST,New Bedford,MA,http://www.southcoastcu.org
2360,22428,MARION COUNTY SCHOOL EMPLOYEES,Fairmont,WV,http://www.schoolcu.virtualcu.net
2361,22447,LOCAL 41 I.B.E.W.,ORCHARD PARK,NY,http://WWW.LOCAL41FCU.COM
2362,22449,NESTLE (FREEHOLD) EMPLOYEES,Jackson,NJ,
2363,22456,THE HEART CENTER,ROSLYN,NY,http://www.theheartcentercu.com
2364,22458,SHARONVIEW,Indian Land,SC,http://www.sharonview.org
2365,22464,TONAWANDA COMMUNITY,Buffalo,NY,https://www.toncomfcu.com
2366,22468,ELEMENTS FINANCIAL,INDIANAPOLIS,IN,http://www.elements.org
2367,22478,KUE,Lexington,KY,https://www.kuefcu.com
2368,22520,MTC,Greenville,SC,http://www.mtcfederal.com
2369,22522,S. T. P. EMPLOYEES,Duncansville,PA,http://www.smalltubeproducts.com
2370,22527,WEST MONROE,West Monroe,LA,
2371,22530,PEE DEE,FLORENCE,SC,http://www.pdfcu.org
2372,22560,STAR CITY,Roanoke,VA,
2373,22566,MONEY,Syracuse,NY,https://www.moneyfcu.org
2374,22581,TOTAL COMMUNITY ACTION,New Orleans,LA,HTTP://WWW.TCA-NOLA.ORG/CREDITUNION
2375,22592,POLISH & SLAVIC,Brooklyn,NY,http://www.psfcu.com
2376,22625,LEATHERSTOCKING REGION,COOPERSTOWN,NY,https://www.lsrfcu.org
2377,22637,ARDENT,Phila,PA,http://www.ardentcu.org
2378,22652,CAPITAL AREA TAIWANESE,Germantown,MD,
2379,22657,CAMC,Charleston,WV,https://www.camcfcu.com
2380,22681,TWIN OAKS,Apple Grove,WV,http://www.twinoaksfcu.com
2381,22688,OHIO VALLEY,Batavia,OH,http://www.ovfcu.org
2382,22695,GREAT HORIZONS,Munster,IN,http://greathorizonsfcu.org
2383,22700,KOREAN CATHOLIC,Olney,MD,
2384,22704,INDIANA LAKES,WARSAW,IN,http://www.ilfcu.org
2385,22719,CONSUMER'S,Gregory,SD,http://consumersfcu.coop
2386,22723,PAR-DEL EMP.,WYOMING,PA,http://www.creducomp.com
2387,22740,HSM,HICKORY,NC,http://www.hsmfcu.org
2388,22747,THE LOCAL,Dallas,TX,http://www.thelocalfcu.com
2389,22754,C C S E,SALAMANCA,NY,http://www.ccseonline.com
2390,22769,QUORUM,Purchase,NY,http://www.quorumfcu.org
2391,22785,RICHLAND PARISH SCHOOLS,Rayville,LA,http://www.richland.k12.la.us/credi
2392,22883,ALLEGANY FIRST,Fillmore,NY,HTTP://WWW.ALLEGANYFIRSTFCU.COM
2393,22931,G.P.O.,NEW HARTFORD,NY,http://www.gpofcu.com
2394,22953,AVH,natrona heights,PA,
2395,22962,TOMPKINS EMPLOYEES,Ithaca,NY,http://www.tefcu.com
2396,22972,CROUSE,SYRACUSE,NY,HTTP://WWW.CROUSEFCU.COM
2397,22978,MAIN IMPACT,Murray,KY,https://www.mainimpactfcu.org
2398,23004,POPA,Cerritos,CA,http://www.popafcu.org
2399,23015,PRESTON,KINGWOOD,WV,https://www.prestonfcu.com
2400,23017,XPLORE,Metairie,LA,http://www.xplorefcu.com
2401,23020,PUBLIX EMPLOYEES,LAKELAND,FL,http://www.pefcu.com
2402,23052,HMC (NJ),Flemington,NJ,http://www.hmcfederalcreditunion.or
2403,23060,SEVIER COUNTY SCHOOLS,SEVIERVILLE,TN,http://www.scscreditunion.org
2404,23070,MOREHEAD COMMUNITY,Morehead,KY,http://www.moreheadcommunity.com
2405,23109,MOLEX EMPLOYEES,LISLE,IL,https://www.molexfcu.com
2406,23125,PENINSULA GEN HOSP&MED CENTR EMPLS,SALISBURY,MD,
2407,23144,LOCAL 804,Port Washington,NY,http://www.cu804.org
2408,23156,GENERATIONS,LA PORTE,IN,https://www.laportegenerationsfeder
2409,23162,ELEMENT,Charleston,WV,http://www.elementfcu.org
2410,23170,ARKANSAS EDUCATION ASSOCIATION,LITTLE ROCK,AR,http://aeacu.org
2411,23174,U.A.L.U. 354,GREENSBURG,PA,
2412,23177,SOUTHERN BAPTIST CHURCH OF NEW YORK,NEW YORK,NY,
2413,23184,TEXAS ASSOCIATIONS OF PROFESSIONALS,San Antonio,TX,http://www.tapfcu.coop
2414,23198,TRI-LAKES,SARANAC LAKE,NY,HTTP://WWW.TRILAKESFCU.COM
2415,23245,TRINITY U.C.C.,CHICAGO,IL,
2416,23276,MARBLEHEAD MUNICIPAL,Marblehead,MA,http://www.marbleheadcu.com
2417,23279,MICHIGAN STATE UNIVERSITY,East Lansing,MI,http://www.msufcu.org
2418,23283,ALTERNATIVES,Ithaca,NY,http://www.alternatives.org
2419,23287,VULCRAFT EMPLOYEES,SAINT JOE,IN,http://vulcraftfcu.com
2420,23292,GALLUP,OMAHA,NE,http://www.gallupfcu.com
2421,23294,VITELCO EMPLOYEES,Charlotte Amali,VI,http://www.vitelcocu.com
2422,23309,SISSETON-WAHPETON,Agency Village,SD,http://www.sisseton-wahpetonfcu.com
2423,23327,SOUTHERN GAS,LITTLE ROCK,AR,HTTP://WWW.SOUTHERNGASFCU.COM
2424,23355,SHELTER INSURANCE,Columbia,MO,http://www.shelterfcu.com
2425,23361,ELECTRIC COOPERATIVES,LITTLE ROCK,AR,http://www.ElectricCoopFCU.org
2426,23371,HEALTHCARE PLUS,Aberdeen,SD,http://www.hcpfcu.coop
2427,23376,DOE RUN,BRANDENBURG,KY,http://www.doerunfcu.com
2428,23386,ACCLAIM,GREENSBORO,NC,HTTP://WWW.ACCLAIMFCU.ORG
2429,23394,GUTHRIE COMMUNITY,SAYRE,PA,http://www.guthriefcu.org
2430,23421,LOYOLA UNIVERSITY EMPLOYEES,Maywood,IL,http://www.luefcu.org
2431,23425,ACADEMIC,BRIARCLIFF MANO,NY,HTTP://WWW.ACADEMICFCU.ORG
2432,23467,VALLEY PRIDE,Kingston,PA,
2433,23494,CAROLINAS TELCO,Charlotte,NC,http://www.ctelco.org
2434,23503,KOREAN AMERICAN CATHOLICS,FLUSHING,NY,http://www.kacfcu.org
2435,23521,DIGITAL,Marlborough,MA,https://www.dcu.org
2436,23525,ST. LUKE'S COMMUNITY,Houston,TX,
2437,23540,TULANE/LOYOLA,New Orleans,LA,http://www.tulane-loyolafcu.com
2438,23545,CHHE,Huntington,WV,http://www.chhe.org
2439,23556,PAPER CONVERTERS LOCAL 286/1034,PHILADELPHIA,PA,
2440,23582,BAYOU CITY,HOUSTON,TX,http://www.bcfcu.com
2441,23605,SYNERGY,San Antonio,TX,http://www.synergyfcu.org
2442,23615,HEARD A.M.E.,ROSELLE,NJ,
2443,23620,GEISMAR COMPLEX,Geismar,LA,http://www.gcfcu.net
2444,23627,M.O.S.E.S.,Boston,MA,http://www.moses-ma.org/moses-feder
2445,23630,B. M. H.,CLEVELAND,TN,https://www.bmhfcu.com
2446,23658,PAUL QUINN,Jamaica,NY,https://paulquinnfcu.org
2447,23678,GOYA FOODS EMPLOYEES,Jersey City,NJ,
2448,23700,O AND R UTILITIES EMPLOYEES,Monroe,NY,http://www.orutilfcu.org
2449,23709,JM ASSOCIATES,Jacksonville,FL,https://www.jmafcu.org
2450,23717,TOWN OF CHEEKTOWAGA,CHEEKTOWAGA,NY,http://WWW.TOWNOFCHEEKTOWAGAFCU.COM
2451,23722,RALEIGH CO. EDUCATORS,BECKLEY,WV,http://www.raleighcountyefcu.com
2452,23725,B. BRAUN,ALLENTOWN,PA,
2453,23753,ALTOONA AREA EMPLOYEES,ALTOONA,PA,http://WWW.ALTOONAFCU.COM
2454,23760,HALIFAX COUNTY COMMUNITY,SOUTH BOSTON,VA,
2455,23780,NORTHEAST COMMUNITY,San Francisco,CA,http://www.necfcu.org
2456,23803,TAUPA LITHUANIAN,South Boston,MA,https://taupaboston.com
2457,23807,I.L.A. LOCAL 1235,Springfield,NJ,http://www.ila1235fcu.com
2458,23811,MID-ISLAND,Christiansted,VI,http://www.midislandfcu.org
2459,23848,GENESEE CO-OP,ROCHESTER,NY,http://WWW.GENESEE.COOP
2460,23865,SYRACUSE COOPERATIVE,Syracuse,NY,http://www.cooperativefederal.org
2461,23888,BEREA,BROOKLYN,NY,
2462,23896,EAST END BAPTIST TABERNACLE,BRIDGEPORT,CT,
2463,23899,A M E CHURCH,Metairie,LA,
2464,23900,N. MISSISSIPPI HEALTH SERVICES EMP.,Tupelo,MS,http://www.nmhs.net/creditunion
2465,23908,FLINT RIVER EMPLOYEES,Oglethorpe,GA,
2466,23949,SIGNET,Paducah,KY,http://www.signetfcu.com
2467,23952,UNITED ARKANSAS,Little Rock,AR,http://www.unitedarkansas.org
2468,23957,AMERICAN AIRLINES,Fort Worth,TX,http://www.aacreditunion.org
2469,23958,NEW YORK UNIVERSITY,New York,NY,http://www.nyufcu.com
2470,23964,FIRST CALIFORNIA,FRESNO,CA,http://www.firstcalfcu.org
2471,23974,YOGAVILLE,Buckingham,VA,
2472,23979,GEORGETOWN UNIVERSITY ALUMNI AND ST,Washington,DC,http://www.guasfcu.com
2473,23986,UMATILLA COUNTY,Pendleton,OR,http://www.umatillacfcu.com
2474,23990,ANDALUSIA MILLS EMPLOYEES CREDIT AS,ANDALUSIA,AL,
2475,24003,LOCAL GOVERNMENT,RALEIGH,NC,http://www.lgfcu.org
2476,24026,INDUSTRIAL,LAFAYETTE,IN,http://www.ifcu.com
2477,24029,SCIENT,Groton,CT,https://www.scientfcu.org
2478,24030,NEW RISING STAR,DETROIT,MI,
2479,24034,NOTRE DAME,Notre Dame,IN,http://WWW.NOTREDAMEFCU.COM
2480,24036,STEWART'S,Ballston Spa,NY,http://www.stewartscu.com
2481,24039,N.I.C.E.,Saint Charles,IL,https://www.nicefederalcu.org
2482,24043,MESSIAH BAPTIST-JUBILEE,BROCKTON,MA,http://www.mbjfcu.org
2483,24047,FOREST AREA,Fife Lake,MI,HTTP://WWW.FORESTAREA.COM
2484,24063,FOUNDERS,Lancaster,SC,https://www.foundersfcu.com
2485,24073,PARAMOUNT BAPTIST CHURCH,Washington,DC,
2486,24077,ALTRA,ONALASKA,WI,http://www.altra.org
2487,24078,ADVANCE FINANCIAL,SCHERERVILLE,IN,http://www.Advancefcu.org
2488,24090,NATRIUM EMPLOYEES,Proctor,WV,http://www.natriumefcu.com
2489,24108,INDIANA HEARTLAND,KOKOMO,IN,http://www.indianaheartland.org
2490,24110,SAN DIEGO FIREFIGHTERS,San Diego,CA,http://www.sdffcu.org
2491,24123,M.W.P.H. GRAND LODGE OF ILLINOIS,CHICAGO,IL,
2492,24131,UNION YES,ORANGE,CA,http://www.uyfcu.og
2493,24140,NORTH CAROLINA PRESS ASSOCIATION,RALEIGH,NC,http://www.ncpafcu.org
2494,24150,HEALTHCARE EMPLOYEES,PRINCETON,NJ,http://www.hefcu.com
2495,24165,UNIVERSITY OF KENTUCKY,Lexington,KY,http://www.ukfcu.org
2496,24167,NEW COMMUNITY,Newark,NJ,http://www.newcommunityFCU.org
2497,24171,INDEPENDENT,ANDERSON,IN,http://www.independentfcu.org
2498,24181,ADVANTAGE,Rochester,NY,http://www.advantagefcu.org
2499,24187,ARIZE,State College,PA,http://www.arizefcu.org
2500,24189,CENTRAL NEBRASKA,GRAND ISLAND,NE,http://www.cnfcu.com
2501,24192,BEVERLY MUNICIPAL,Beverly,MA,http://www.beverlycreditunion.com
2502,24197,MIL-WAY,TEXARKANA,AR,http://www.milway.org
2503,24199,COMMUNITY FIRST,LAKEVIEW,MI,http://cffcu.biz
2504,24200,LOGAN COUNTY SCHOOL EMPLOYEES,Stollings,WV,
2505,24202,TELCOE,Little Rock,AR,http://www.telcoe.com
2506,24204,EVERGLADES,Clewiston,FL,http://www.evergladesfcu.com
2507,24212,SCHOOLSFIRST,TUSTIN,CA,https://www.schoolsfirstfcu.org
2508,24219,MT. AIRY BAPTIST CHURCH,Washington,DC,
2509,24220,KEMBA DELTA,Bartlett,TN,http://www.kembadelta.org
2510,24221,CHATTAHOOCHEE,VALLEY,AL,https://WWW.CHATT.COOP
2511,24223,USF FEDERAL CREDIT UNION,Temple Terrace,FL,http://www.usffcu.com
2512,24224,ROCKLAND,ROCKLAND,MA,http://www.rfcu.com
2513,24226,P.S.E. & G. NUCLEAR EMPLOYEES,HANCOCKS BRIDGE,NJ,http://www.psegnuclearcreditunion.c
2514,24232,LOWER EAST SIDE PEOPLE'S,NEW YORK,NY,http://WWW.LESPEOPLES.ORG
2515,24234,OMEGA PSI PHI FRATERNITY,Toccoa,GA,http://www.oppffcu.com
2516,24235,OPERATING ENGINEERS LOCAL UNION #3,LIVERMORE,CA,https://www.oefederal.org/
2517,24236,HUNTINGTON C & O RAILWAY EMPLOYEES,Huntington,WV,http://www.c-ocreditunion.com
2518,24238,CALIFORNIA ADVENTIST,Glendale,CA,http://www.CAFCU.net
2519,24239,SOMERSET,Somerset,MA,http://www.somersetfcu.com
2520,24246,MT. JEZREEL,Silver Spring,MD,
2521,24250,I-C,FITCHBURG,MA,http://www.iccreditunion.org
2522,24254,FIRST CITIZENS',FAIRHAVEN,MA,http://www.firstcitizens.org
2523,24257,RIVER TOWN,FORT SMITH,AR,https://www.rivertownfcu.org
2524,24262,PHI BETA SIGMA,Washington,DC,http://www.pbsfcu.org
2525,24266,M.A.B.C.,PHILADELPHIA,PA,
2526,24270,FIRST FRONTIER,LYNBROOK,NY,
2527,24273,MISSISSIPPI CENTRAL,Morton,MS,
2528,24274,GREECE COMMUNITY,ROCHESTER,NY,http://www.greecefcu.com
2529,24279,GFA,Gardner,MA,https://www.GFAFCU.COM
2530,24281,MOSAIC,Harrisonburg,VA,http://www.mosaicfcu.org
2531,24284,PLUMBERS & FITTERS LOCAL 675,Honolulu,HI,
2532,24286,NEBRASKA ENERGY,COLUMBUS,NE,http://www.ne-fcu.org
2533,24290,UNIVERSITY OF PENNSYLVANIA STUDENTS,Philadelphia,PA,http://www.upennsfcu.org
2534,24292,NORTHROP GRUMMAN,Gardena,CA,http://www.ngfcu.us
2535,24299,MIRASTAR,San Jose,CA,http://www.mirastarfcu.org
2536,24304,BORDER,Del Rio,TX,http://www.borderfcu.com
2537,24312,NORTH COUNTRY,S BURLINGTON,VT,http://www.northcountry.org
2538,24313,ARGENT,CHESTER,VA,http://www.argentcu.org
2539,24324,MET TRAN,Houston,TX,http://www.mettranfcu.org
2540,24326,CHEVRON,Concord,CA,http://www.chevronfcu.org
2541,24327,SIOUXLAND,South Sioux Cit,NE,http://www.siouxlandfederalcu.com
2542,24358,ST. PAUL,SAINT PAUL,MN,http://www.stpaulfcu.org
2543,24362,AFFINITY PLUS,Saint Paul,MN,http://www.affinityplus.org
2544,24373,LOCAL UNION 392,Cincinnati,OH,http://www.392fcu.org
2545,24381,DELTA COUNTY,DELTA,CO,http://www.deltacountyfcu.com
2546,24382,CREDIT HUMAN,San Antonio,TX,https://www.credithuman.com
2547,24384,NIZARI PROGRESSIVE,Sugar Land,TX,http://www.nizaricu.org
2548,24385,BLUE CHIP,HARRISBURG,PA,http://www.bluechipfcu.org
2549,24387,SYRACUSE POSTAL,SYRACUSE,NY,
2550,24390,TRUSERVICE COMMUNITY,LITTLE ROCK,AR,http://www.truservice.net
2551,24396,NEIGHBORHOOD COMMUNITY,Omaha,NE,http://www.neighborhoodcfcu.org
2552,24402,ONENEBRASKA,Columbus,NE,http://www.bankingwithyou.com
2553,24404,CARO,COLUMBIA,SC,http://www.SmartCaro.org
2554,24405,VERMONT,South Burlingto,VT,http://www.vermontfederal.org
2555,24410,SRP,NORTH AUGUSTA,SC,https://www.srpfcu.org
2556,24414,BUILDING TRADES,MAPLE GROVE,MN,HTTP://WWW.BUILDINGTRADESCU.COM
2557,24421,LEGACY COMMUNITY,BIRMINGHAM,AL,http://www.legacycreditunion.com
2558,24422,UP ARKANSAS,North Little Ro,AR,http://www.upfcu.org
2559,24423,PINE BLUFF POSTAL,PINE BLUFF,AR,
2560,24428,WHITE COUNTY,SEARCY,AR,https://www.whitecountyfcu.org
2561,24429,VA HOSPITAL,LITTLE ROCK,AR,http://VAHospitalFCU.org
2562,24430,FORT ROOTS,NORTH LITTLE RO,AR,http://WWW.FORTROOTSFCU.COM
2563,24431,COOPERATIVE EXTENSION SERVICE,LITTLE ROCK,AR,http://www.cesfcu.org
2564,24432,NATURAL STATE,SEARCY,AR,https://www.naturalstatefcu.net
2565,24433,ARKANSAS TEACHERS,Little Rock,AR,http://artfcu.org
2566,24434,NORTH LITTLE ROCK EDUCATORS,North Little Ro,AR,http://www.nlrsd.org/credit-union-i
2567,24435,U.P. EMPLOYEES,NORTH LITTLE RO,AR,http://www.upemployees.org
2568,24437,LION,EL DORADO,AR,http://www.lioncreditunion.com
2569,24438,ALLEGACY,Winston Salem,NC,http://www.allegacy.org
2570,24439,ARKANSAS FARM BUREAU,Little Rock,AR,http://www.afbfcu.virtualcu.net
2571,24443,PIONEER VALLEY,Springfield,MA,https://www.pvcu.org
2572,24445,BP,Houston,TX,http://www.bpfcu.org
2573,24451,SPOKANE MEDIA,Spokane,WA,http://www.smfcu.org
2574,24454,MID-TEX,BROWNWOOD,TX,https://www.MTFCU.ORG
2575,24463,BRENTWOOD BAPTIST CHURCH,HOUSTON,TX,http://www.bbcfcu.org
2576,24464,KNOXVILLE TEACHERS,KNOXVILLE,TN,https://www.ktfcu.org
2577,24465,GOVERNMENT EMPLOYEES,Austin,TX,http://www.gefcuaustin.org
2578,24470,EDUCATION FIRST,Beaumont,TX,http://www.educationfirstfcu.org
2579,24472,POSTAL EMPLOYEES REGIONAL,PAWTUCKET,RI,
2580,24481,IRVING CITY EMPLOYEES,Irving,TX,http://icefcu.com
2581,24482,SOUTH METRO,PRIOR LAKE,MN,http://www.southmet.com
2582,24483,EAST END FOOD COOPERATIVE,PITTSBURGH,PA,https://www.eefcfcu.org
2583,24484,UPSTATE,Anderson,SC,http://www.upstatefcu.org
2584,24486,CUMBERLAND MUNICIPAL EMPLOYEES,Cumberland,RI,http://www.cumberlandcu.org
2585,24490,FIRST CAPITAL,York,PA,http://www.firstcapitalfcu.com
2586,24491,PALMETTO FIRST,Florence,SC,http://www.palmettofirst.com
2587,24492,DELTA SCHOOLS,ANTIOCH,CA,http://www.deltaschoolsfcu.org
2588,24495,APPALACHIAN COMMUNITY,Kingsport,TN,http://www.myacfcu.org
2589,24501,WAVE,WARWICK,RI,https://www.wavefcu.org
2590,24506,EPISCOPAL COMMUNITY,Los Angeles,CA,http://www.EpiscopalCredit.org
2591,24508,DADE COUNTY,Sweetwater,FL,http://www.dcfcu.org
2592,24511,MORTON,taunton,MA,http://www.mortonfedcu.com
2593,24516,CLEVELAND SELFRELIANCE,PARMA,OH,http://CLEVELANDSELFRELIANCE.COM
2594,24520,SANTA ANA,Santa Ana,CA,http://www.safcu.org
2595,24523,BLACKSTONE RIVER,Woonsocket,RI,http://www.blackstoneriverfcu.org
2596,24524,TINKER,Oklahoma City,OK,https://www.tinkerfcu.org
2597,24526,BRECO,Baton Rouge,LA,http://www.brecofcu.com
2598,24530,PRESIDENTS,CLEVES,OH,http://www.presidentsfcu.org
2599,24532,COVENANT SAVINGS,Killeen,TX,http://mycsfcu.org
2600,24534,AMERICA'S FIRST,BIRMINGHAM,AL,http://www.amfirst.org
2601,24535,FIRST BAPTIST CHURCH OF VIENNA (VA),VIENNA,VA,
2602,24536,VITAL,Spartanburg,SC,https://www.vitalfcu.com
2603,24539,TRANSIT OPERATIONS,MINNEAPOLIS,MN,https://www.tofcu.org
2604,24540,MUTUAL FIRST,Omaha,NE,http://www.mutualfirst.com
2605,24542,SAN FRANCISCO,San Francisco,CA,http://www.sanfranciscofcu.com
2606,24543,MILLBURY,Millbury,MA,https://www.millburycu.com
2607,24545,LAKE COUNTY EDUCATIONAL,PAINESVILLE,OH,https://www.lakecountyedufcu.org
2608,24546,BIG BETHEL A.M.E. CHURCH,Atlanta,GA,
2609,24547,EVERGREEN PARK SCHOOLS,EVERGREEN PARK,IL,http://www.epsfcu.org
2610,24549,HANIN,Los Angeles,CA,http://www.haninfcu.org
2611,24552,NOBLE,Fresno,CA,http://www.noblecu.com
2612,24553,LOS ANGELES POLICE,Van Nuys,CA,https://www.lapfcu.org
2613,24557,WEBSTER FIRST,Worcester,MA,https://www.websterfirst.com
2614,24560,GREYLOCK,Pittsfield,MA,https://www.greylock.org
2615,24563,ESL,Rochester,NY,https://www.esl.org/
2616,24564,HEALTHCARE SYSTEMS,Falls Church,VA,http://Healthcarefcu.org
2617,24566,MASSMUTUAL,SPRINGFIELD,MA,http://www.massmutualfcu.org
2618,24567,TEXAR,TEXARKANA,TX,http://WWW.GOTEXAR.COM
2619,24575,RESOURCE,JACKSON,TN,https://wwwResourcefcu.com
2620,24578,TOLEDO URBAN,Toledo,OH,http://www.toledourban.net
2621,24579,WAKOTA,South St Paul,MN,http://www.wakotafcu.org
2622,24583,NRS COMMUNITY DEVELOPMENT,BIRMINGHAM,AL,http://www.starfcu.net
2623,24585,MISSISSIPPI,JACKSON,MS,http://WWW.MSFCU.US
2624,24589,NEIGHBORHOOD TRUST,New York,NY,http://www.neighborhoodtrustfcu.org
2625,24603,FAMILY ADVANTAGE,Spring Hill,TN,http://www.myfafcu.org
2626,24605,MOUNT OLIVE BAPTIST CHURCH,Arlington,TX,http://mobcfcu.com
2627,24606,GREAT NORTHWEST,ABERDEEN,WA,http://www.greatnwfcu.com
2628,24612,FAIRMONT SCHOOL EMPLOYEES,FAIRMONT,MN,https://sites.google.com/a/apps.fai
2629,24613,GREEN COUNTRY,Sand Springs,OK,http://www.greencountryfcu.com
2630,24614,GIDEON,Waukegan,IL,
2631,24615,MEDFORD MUNICIPAL EMPLOYEES,MEDFORD,MA,
2632,24623,BROOKLAND,West Columbia,SC,https://www.brooklandfcu.org
2633,24626,TRUSTAR,INTERNATIONAL F,MN,http://www.trustarfcu.com
2634,24627,1ST COOPERATIVE,Cayce,SC,http://www.1stcooperative.com
2635,24629,TRUST,Chattanooga,TN,https://www.trustfcu.com
2636,24630,CU HAWAII,Hilo,HI,https://www.cuhawaii.com
2637,24631,PLATINUM,Duluth,GA,http://www.Platinumfcu.org
2638,24632,GREAT RIVER,Saint Cloud,MN,http://www.greatriverfcu.org
2639,24637,LORMET COMMUNITY,Amherst,OH,http://www.lormet.com
2640,24640,MOUNT PLEASANT BAPTIST CHURCH,ALEXANDRIA,VA,
2641,24642,BROOKLYN COOPERATIVE,Brooklyn,NY,http://www.brooklyn.coop
2642,24648,LCO,Hayward,WI,http://www.lcofcu.com
2643,24649,FIRST PRIORITY,Huntington,WV,http://www.firstpriorityfcu.org
2644,24657,NONE SUFFER LACK,SUITLAND,MD,http://www.nslfcu.org
2645,24658,NEXTMARK,Fairfax,VA,http://www.NextMarkcu.org
2646,24661,EAGLE LOUISIANA,BATON ROUGE,LA,http://www.eaglefederal.org
2647,24668,CENTURYFIRST,HATTIESBURG,MS,http://CenturyFirstFCU.com
2648,24670,I AM,New York,NY,https://www.iamfedcu.org
2649,24673,FIRST,Hiawatha,IA,http://www.firstfedcu.com
2650,24674,TRADES & LABOR,ALBERT LEA,MN,http://www.tradesandlabor.com
2651,24676,CARPENTERS,Saint Paul,MN,http://www.mycarpenterscu.org
2652,24679,CITY AND COUNTY EMPLOYEES,Albert Lea,MN,HTTP://WWW.ALCITYCOUNTYCU.ORG
2653,24682,PIONEER COMMUNITY,PALISADE,NE,http://pioneercreditunion.net
2654,24683,UNITED NEIGHBORHOOD,Augusta,GA,https://www.unitedneighborhoodfcu.o
2655,24688,CYPRUS,WEST JORDAN,UT,http://www.cypruscu.com
2656,24690,FASNY,ALBANY,NY,http://WWW.FASNYCU.COM
2657,24692,MOUNTAIN AMERICA,SANDY,UT,http://www.macu.com
2658,24693,GOLDENWEST,Washington Terr,UT,http://www.gwcu.org
2659,24694,AMERICA FIRST,RIVERDALE,UT,HTTP://WWW.AMERICAFIRST.COM
2660,24695,NEBRASKA RURAL COMMUNITY,Morrill,NE,http://www.nrcfcu.com
2661,24698,JORDAN,South Jordan,UT,http://www.jordan-cu.org
2662,24703,TRAX,Tampa,FL,https://www.traxcu.com
2663,24704,SOUTH SIDE COMMUNITY,Chicago,IL,HTTP://WWW.SOUTHSIDECOMMUNITYFCU.OR
2664,24705,SOUND,Norwalk,CT,http://www.mysoundcu.org
2665,24708,DESERET FIRST,West Valley Cit,UT,http://www.dfcu.com
2666,24709,EASTERN UTAH COMMUNITY,Price,UT,http://www.euccu.com
2667,24710,UNIVERSITY FIRST,Salt Lake City,UT,http://www.ufirstcu.com
2668,24711,HOMEWOOD,HOMEWOOD,IL,
2669,24712,POST OFFICE EMPLOYEES,Shreveport,LA,http://www.poefcu.org
2670,24713,PEOPLE'S COMMUNITY,VANCOUVER,WA,http://www.peoplescu.org
2671,24715,RADIUS,Kenmore,NY,http://www.radiusfcu.com
2672,24718,JETSTREAM,Miami Lakes,FL,http://www.jetstreamfcu.org
2673,24720,DN COMMUNITY,Canton,OH,http://www.dncfcu.com
2674,24724,SPIRIT OF AMERICA,LINCOLN,NE,http://www.spiritofamericafcu.org
2675,24725,OHIO HEALTHCARE,DUBLIN,OH,http://www.ohiohealthcarefcu.com
2676,24726,GRANITE,SALT LAKE CITY,UT,http://www.granite.org
2677,24730,COMMUNITY & TEACHERS,East Providence,RI,http://WWW.TEACHERSCU.ORG
2678,24731,WESTERN DIVISION,WILLIAMSVILLE,NY,http://WWW.WESTERNDIVISION.ORG
2679,24733,SERVICE STATION DEALERS,PHILA,PA,
2680,24742,HERITAGE FAMILY,Rutland,VT,http://www.hfcuvt.com
2681,24743,CHARLESTON POSTAL,CHARLESTON,WV,http://www.charlestonpostalfcu.com
2682,24746,HORIZON UTAH,Farmington,UT,HTTP://WWW.MYHORIZONCU.COM
2683,24748,MAYO EMPLOYEES,ROCHESTER,MN,https://www.mayocreditunion.org
2684,24751,COMMUNITY PLUS,Rantoul,IL,http://www.cPLUSfcu.org
2685,24753,FOUR POINTS,Omaha,NE,http://www.fourpointsfcu.org
2686,24759,MEADOW GROVE,MEADOW GROVE,NE,http://meadowgrovefcu.org
2687,24763,NEW HEIGHTS,LOGAN,UT,http://www.lcrcu.org
2688,24767,UNIFIED HOMEOWNERS OF ILLINOIS,CHICAGO,IL,http://www.uhifcu.virtualcu.net
2689,24769,EMPOWERMENT COMMUNITY DEVELOPMENT,Houston,TX,http://www.ecdfcu.com
2690,24770,COMMUNITY LINK,HUNTINGTON,IN,http://www.communitylinkfcu.com
2691,24771,FAMILY FOCUS,OMAHA,NE,http://www.familyfocusfcu.org
2692,24773,VAREX,SALT LAKE CITY,UT,http://www.varexfederalcu.net
2693,24774,ALLTRU,WENTZVILLE,MO,http://www.alltrucu.org
2694,24776,COMUNIDAD LATINA,SANTA ANA,CA,http://WWW.CLFCU.ORG
2695,24780,WASATCH PEAKS,OGDEN,UT,http://www.wasatchpeaks.com
2696,24781,URBAN BEGINNINGS CHOICE,Fort Wayne,IN,https://www.ubcfcu.org
2697,24783,FIRST PIONEERS,LAFAYETTE,LA,http://www.firstpioneers.com
2698,24784,NEW COVENANT DOMINION,Bronx,NY,http://www.newcovenantcreditunion.o
